location_name,location_url,search_rank,search_term,location_found
La Maison d'Adam et Eve,https://www.tripadvisor.com/Attraction_Review-g187234-d3458284-Reviews-La_Maison_d_Adam_et_Eve-Nice_French_Riviera_Cote_d_Azur_Provence_Alpes_Cote_d_Azu.html,123,"Nice, France","Nice, France"
Chapelle du Saint-Suaire,https://www.tripadvisor.com/Attraction_Review-g187234-d4191596-Reviews-Chapelle_du_Saint_Suaire-Nice_French_Riviera_Cote_d_Azur_Provence_Alpes_Cote_d_Az.html,124,"Nice, France","Nice, France"
Louis Nucera Library,https://www.tripadvisor.com/Attraction_Review-g187234-d5791548-Reviews-Louis_Nucera_Library-Nice_French_Riviera_Cote_d_Azur_Provence_Alpes_Cote_d_Azur.html,125,"Nice, France","Nice, France"
L'escale des pirates,https://www.tripadvisor.com/Attraction_Review-g187234-d4215345-Reviews-L_escale_des_pirates-Nice_French_Riviera_Cote_d_Azur_Provence_Alpes_Cote_d_Azur.html,126,"Nice, France","Nice, France"
Canyoning & Rappelling Tours (3),https://www.tripadvisor.com/Attractions-g187234-Activities-c61-t273-Nice_French_Riviera_Cote_d_Azur_Provence_Alpes_Cote_d_Azur.html,127,"Nice, France","Nice, France"
Florida Beach,https://www.tripadvisor.com/Attraction_Review-g187234-d6944968-Reviews-Florida_Beach-Nice_French_Riviera_Cote_d_Azur_Provence_Alpes_Cote_d_Azur.html,128,"Nice, France","Nice, France"
XVI Seizieme de Soupir,https://www.tripadvisor.com/Attraction_Review-g187234-d4572960-Reviews-XVI_Seizieme_de_Soupir-Nice_French_Riviera_Cote_d_Azur_Provence_Alpes_Cote_d_Azur.html,129,"Nice, France","Nice, France"
Conservatoire National a Rayonnement Regional,https://www.tripadvisor.com/Attraction_Review-g187234-d4226513-Reviews-Conservatoire_National_a_Rayonnement_Regional-Nice_French_Riviera_Cote_d_Azur_Pro.html,130,"Nice, France","Nice, France"
Chapelle Sainte-Croix,https://www.tripadvisor.com/Attraction_Review-g187234-d4167178-Reviews-Chapelle_Sainte_Croix-Nice_French_Riviera_Cote_d_Azur_Provence_Alpes_Cote_d_Azur.html,131,"Nice, France","Nice, France"
Eglise Saint-Nicolas et Sainte-Alexandra,https://www.tripadvisor.com/Attraction_Review-g187234-d4167169-Reviews-Eglise_Saint_Nicolas_et_Sainte_Alexandra-Nice_French_Riviera_Cote_d_Azur_Provence.html,132,"Nice, France","Nice, France"
Cimetiere de Caucade,https://www.tripadvisor.com/Attraction_Review-g187234-d10133893-Reviews-Cimetiere_de_Caucade-Nice_French_Riviera_Cote_d_Azur_Provence_Alpes_Cote_d_Azur.html,133,"Nice, France","Nice, France"
Espace Ferrero,https://www.tripadvisor.com/Attraction_Review-g187234-d9454404-Reviews-Espace_Ferrero-Nice_French_Riviera_Cote_d_Azur_Provence_Alpes_Cote_d_Azur.html,134,"Nice, France","Nice, France"
Walking Tours (11),https://www.tripadvisor.com/Attractions-g187234-Activities-c42-t183-Nice_French_Riviera_Cote_d_Azur_Provence_Alpes_Cote_d_Azur.html,135,"Nice, France","Nice, France"
Parc Chambrun,https://www.tripadvisor.com/Attraction_Review-g187234-d4104657-Reviews-Parc_Chambrun-Nice_French_Riviera_Cote_d_Azur_Provence_Alpes_Cote_d_Azur.html,136,"Nice, France","Nice, France"
Movie Theaters (4),https://www.tripadvisor.com/Attractions-g187234-Activities-c56-t97-Nice_French_Riviera_Cote_d_Azur_Provence_Alpes_Cote_d_Azur.html,137,"Nice, France","Nice, France"
Porte Fausse Vieux Nice,https://www.tripadvisor.com/Attraction_Review-g187234-d11639203-Reviews-Porte_Fausse_Vieux_Nice-Nice_French_Riviera_Cote_d_Azur_Provence_Alpes_Cote_d_Az.html,138,"Nice, France","Nice, France"
Theatre du Port,https://www.tripadvisor.com/Attraction_Review-g187234-d2476826-Reviews-Theatre_du_Port-Nice_French_Riviera_Cote_d_Azur_Provence_Alpes_Cote_d_Azur.html,139,"Nice, France","Nice, France"
Palais de l'Agriculture,https://www.tripadvisor.com/Attraction_Review-g187234-d4167177-Reviews-Palais_de_l_Agriculture-Nice_French_Riviera_Cote_d_Azur_Provence_Alpes_Cote_d_Azu.html,140,"Nice, France","Nice, France"
Rail Tours (1),https://www.tripadvisor.com/Attractions-g187234-Activities-c42-t236-Nice_French_Riviera_Cote_d_Azur_Provence_Alpes_Cote_d_Azur.html,141,"Nice, France","Nice, France"
Espace Loas,https://www.tripadvisor.com/Attraction_Review-g187234-d2064945-Reviews-Espace_Loas-Nice_French_Riviera_Cote_d_Azur_Provence_Alpes_Cote_d_Azur.html,142,"Nice, France","Nice, France"
Atelier Mike,https://www.tripadvisor.com/Attraction_Review-g187234-d12239259-Reviews-Atelier_Mike-Nice_French_Riviera_Cote_d_Azur_Provence_Alpes_Cote_d_Azur.html,143,"Nice, France","Nice, France"
"Clos St Vincent, Collet des Fourniers",https://www.tripadvisor.com/Attraction_Review-g187234-d6597182-Reviews-Clos_St_Vincent_Collet_des_Fourniers-Nice_French_Riviera_Cote_d_Azur_Provence_Alp.html,144,"Nice, France","Nice, France"
Nature & Wildlife Tours (1),https://www.tripadvisor.com/Attractions-g187234-Activities-c61-t220-Nice_French_Riviera_Cote_d_Azur_Provence_Alpes_Cote_d_Azur.html,145,"Nice, France","Nice, France"
Climbing Tours (1),https://www.tripadvisor.com/Attractions-g187234-Activities-c61-t215-Nice_French_Riviera_Cote_d_Azur_Provence_Alpes_Cote_d_Azur.html,146,"Nice, France","Nice, France"
La Legende,https://www.tripadvisor.com/Attraction_Review-g187234-d8665334-Reviews-La_Legende-Nice_French_Riviera_Cote_d_Azur_Provence_Alpes_Cote_d_Azur.html,147,"Nice, France","Nice, France"
Domaine Saint Jean,https://www.tripadvisor.com/Attraction_Review-g187234-d3291466-Reviews-Domaine_Saint_Jean-Nice_French_Riviera_Cote_d_Azur_Provence_Alpes_Cote_d_Azur.html,148,"Nice, France","Nice, France"
Galerie Eva Vautier,https://www.tripadvisor.com/Attraction_Review-g187234-d5042756-Reviews-Galerie_Eva_Vautier-Nice_French_Riviera_Cote_d_Azur_Provence_Alpes_Cote_d_Azur.html,149,"Nice, France","Nice, France"
Centre Culturel de la Providence,https://www.tripadvisor.com/Attraction_Review-g187234-d7054843-Reviews-Centre_Culturel_de_la_Providence-Nice_French_Riviera_Cote_d_Azur_Provence_Alpes_C.html,150,"Nice, France","Nice, France"
Wine Bars (1),https://www.tripadvisor.com/Attractions-g187234-Activities-c20-t206-Nice_French_Riviera_Cote_d_Azur_Provence_Alpes_Cote_d_Azur.html,151,"Nice, France","Nice, France"
Les Loges,https://www.tripadvisor.com/Attraction_Review-g187234-d8686045-Reviews-Les_Loges-Nice_French_Riviera_Cote_d_Azur_Provence_Alpes_Cote_d_Azur.html,152,"Nice, France","Nice, France"
Eglise Saint-Barthelemy.,https://www.tripadvisor.com/Attraction_Review-g187234-d10381334-Reviews-Eglise_Saint_Barthelemy-Nice_French_Riviera_Cote_d_Azur_Provence_Alpes_Cote_d_Az.html,153,"Nice, France","Nice, France"
Concerts (2),https://www.tripadvisor.com/Attractions-g187234-Activities-c58-t113-Nice_French_Riviera_Cote_d_Azur_Provence_Alpes_Cote_d_Azur.html,154,"Nice, France","Nice, France"
Eglise Notre-Dame-du-Perpetuel-Secours,https://www.tripadvisor.com/Attraction_Review-g187234-d10353682-Reviews-Eglise_Notre_Dame_du_Perpetuel_Secours-Nice_French_Riviera_Cote_d_Azur_Provence_.html,155,"Nice, France","Nice, France"
Yoga & Pilates (5),https://www.tripadvisor.com/Attractions-g187234-Activities-c40-t260-Nice_French_Riviera_Cote_d_Azur_Provence_Alpes_Cote_d_Azur.html,156,"Nice, France","Nice, France"
Galerie Motus,https://www.tripadvisor.com/Attraction_Review-g187234-d3498072-Reviews-Galerie_Motus-Nice_French_Riviera_Cote_d_Azur_Provence_Alpes_Cote_d_Azur.html,157,"Nice, France","Nice, France"
Atelier Tsade,https://www.tripadvisor.com/Attraction_Review-g187234-d6597183-Reviews-Atelier_Tsade-Nice_French_Riviera_Cote_d_Azur_Provence_Alpes_Cote_d_Azur.html,158,"Nice, France","Nice, France"
Theatre Athena,https://www.tripadvisor.com/Attraction_Review-g187234-d3534771-Reviews-Theatre_Athena-Nice_French_Riviera_Cote_d_Azur_Provence_Alpes_Cote_d_Azur.html,159,"Nice, France","Nice, France"
Hop-On Hop-Off Tours (2),https://www.tripadvisor.com/Attractions-g187234-Activities-c42-t229-Nice_French_Riviera_Cote_d_Azur_Provence_Alpes_Cote_d_Azur.html,160,"Nice, France","Nice, France"
Eglise Armenienne Sainte-Marie de Nice,https://www.tripadvisor.com/Attraction_Review-g187234-d12350927-Reviews-Eglise_Armenienne_Sainte_Marie_de_Nice-Nice_French_Riviera_Cote_d_Azur_Provence_.html,161,"Nice, France","Nice, France"
Jardin Normandie Niemen,https://www.tripadvisor.com/Attraction_Review-g187234-d12232543-Reviews-Jardin_Normandie_Niemen-Nice_French_Riviera_Cote_d_Azur_Provence_Alpes_Cote_d_Az.html,162,"Nice, France","Nice, France"
Theatre de la Cite,https://www.tripadvisor.com/Attraction_Review-g187234-d11952876-Reviews-Theatre_de_la_Cite-Nice_French_Riviera_Cote_d_Azur_Provence_Alpes_Cote_d_Azur.html,163,"Nice, France","Nice, France"
Marche a la Brocante,https://www.tripadvisor.com/Attraction_Review-g187234-d10685965-Reviews-Marche_a_la_Brocante-Nice_French_Riviera_Cote_d_Azur_Provence_Alpes_Cote_d_Azur.html,164,"Nice, France","Nice, France"
Gallery 26,https://www.tripadvisor.com/Attraction_Review-g187234-d10679339-Reviews-Gallery_26-Nice_French_Riviera_Cote_d_Azur_Provence_Alpes_Cote_d_Azur.html,165,"Nice, France","Nice, France"
Tour et Couvent Saint Francois,https://www.tripadvisor.com/Attraction_Review-g187234-d10399011-Reviews-Tour_et_Couvent_Saint_Francois-Nice_French_Riviera_Cote_d_Azur_Provence_Alpes_Co.html,166,"Nice, France","Nice, France"
Theatre Francis Gag,https://www.tripadvisor.com/Attraction_Review-g187234-d10302150-Reviews-Theatre_Francis_Gag-Nice_French_Riviera_Cote_d_Azur_Provence_Alpes_Cote_d_Azur.html,167,"Nice, France","Nice, France"
Maxime Bouquins,https://www.tripadvisor.com/Attraction_Review-g187234-d8093920-Reviews-Maxime_Bouquins-Nice_French_Riviera_Cote_d_Azur_Provence_Alpes_Cote_d_Azur.html,168,"Nice, France","Nice, France"
Espace Soardi,https://www.tripadvisor.com/Attraction_Review-g187234-d6918356-Reviews-Espace_Soardi-Nice_French_Riviera_Cote_d_Azur_Provence_Alpes_Cote_d_Azur.html,169,"Nice, France","Nice, France"
Le 22,https://www.tripadvisor.com/Attraction_Review-g187234-d6777515-Reviews-Le_22-Nice_French_Riviera_Cote_d_Azur_Provence_Alpes_Cote_d_Azur.html,170,"Nice, France","Nice, France"
Theatre du Bocal,https://www.tripadvisor.com/Attraction_Review-g187234-d3815595-Reviews-Theatre_du_Bocal-Nice_French_Riviera_Cote_d_Azur_Provence_Alpes_Cote_d_Azur.html,171,"Nice, France","Nice, France"
Theatre de Quartier,https://www.tripadvisor.com/Attraction_Review-g187234-d2715319-Reviews-Theatre_de_Quartier-Nice_French_Riviera_Cote_d_Azur_Provence_Alpes_Cote_d_Azur.html,172,"Nice, France","Nice, France"
"Synagogue A.T.I.S,",https://www.tripadvisor.com/Attraction_Review-g187234-d9795009-Reviews-Synagogue_A_T_I_S-Nice_French_Riviera_Cote_d_Azur_Provence_Alpes_Cote_d_Azur.html,173,"Nice, France","Nice, France"
Photography Tours (2),https://www.tripadvisor.com/Attractions-g187234-Activities-c42-t269-Nice_French_Riviera_Cote_d_Azur_Provence_Alpes_Cote_d_Azur.html,174,"Nice, France","Nice, France"
Jazz Clubs & Bars (2),https://www.tripadvisor.com/Attractions-g187234-Activities-c20-t104-Nice_French_Riviera_Cote_d_Azur_Provence_Alpes_Cote_d_Azur.html,175,"Nice, France","Nice, France"
Performances (1),https://www.tripadvisor.com/Attractions-g187234-Activities-c58-t111-Nice_French_Riviera_Cote_d_Azur_Provence_Alpes_Cote_d_Azur.html,176,"Nice, France","Nice, France"
Comedy Clubs (2),https://www.tripadvisor.com/Attractions-g187234-Activities-c20-t108-Nice_French_Riviera_Cote_d_Azur_Provence_Alpes_Cote_d_Azur.html,177,"Nice, France","Nice, France"
Bibliotheque Raoul Mille,https://www.tripadvisor.com/Attraction_Review-g187234-d11670044-Reviews-Bibliotheque_Raoul_Mille-Nice_French_Riviera_Cote_d_Azur_Provence_Alpes_Cote_d_A.html,178,"Nice, France","Nice, France"
Comptoir Financier Arin,https://www.tripadvisor.com/Attraction_Review-g187234-d9734453-Reviews-Comptoir_Financier_Arin-Nice_French_Riviera_Cote_d_Azur_Provence_Alpes_Cote_d_Azu.html,179,"Nice, France","Nice, France"
Theatre de l'Impasse,https://www.tripadvisor.com/Attraction_Review-g187234-d8837833-Reviews-Theatre_de_l_Impasse-Nice_French_Riviera_Cote_d_Azur_Provence_Alpes_Cote_d_Azur.html,180,"Nice, France","Nice, France"
Parasailing & Paragliding (1),https://www.tripadvisor.com/Attractions-g187234-Activities-c61-t192-Nice_French_Riviera_Cote_d_Azur_Provence_Alpes_Cote_d_Azur.html,181,"Nice, France","Nice, France"
Water Sports (2),https://www.tripadvisor.com/Attractions-g187234-Activities-c61-t184-Nice_French_Riviera_Cote_d_Azur_Provence_Alpes_Cote_d_Azur.html,182,"Nice, France","Nice, France"
Hammams & Turkish Baths (3),https://www.tripadvisor.com/Attractions-g187234-Activities-c40-t250-Nice_French_Riviera_Cote_d_Azur_Provence_Alpes_Cote_d_Azur.html,183,"Nice, France","Nice, France"
Mission Promenade des Anglais,https://www.tripadvisor.com/Attraction_Review-g187234-d12189190-Reviews-Mission_Promenade_des_Anglais-Nice_French_Riviera_Cote_d_Azur_Provence_Alpes_Cot.html,184,"Nice, France","Nice, France"
Piano Bars (1),https://www.tripadvisor.com/Attractions-g187234-Activities-c20-t106-Nice_French_Riviera_Cote_d_Azur_Provence_Alpes_Cote_d_Azur.html,185,"Nice, France","Nice, France"
Other Fun & Games (3),https://www.tripadvisor.com/Attractions-g187234-Activities-c56-t261-Nice_French_Riviera_Cote_d_Azur_Provence_Alpes_Cote_d_Azur.html,186,"Nice, France","Nice, France"
Moz'art mosaiques,https://www.tripadvisor.com/Attraction_Review-g187234-d592131-Reviews-Moz_art_mosaiques-Nice_French_Riviera_Cote_d_Azur_Provence_Alpes_Cote_d_Azur.html,187,"Nice, France","Nice, France"
Musee Prieure du Vieux Logis,https://www.tripadvisor.com/Attraction_Review-g187234-d4104653-Reviews-Musee_Prieure_du_Vieux_Logis-Nice_French_Riviera_Cote_d_Azur_Provence_Alpes_Cote_.html,188,"Nice, France","Nice, France"
Galerie des Ponchettes,https://www.tripadvisor.com/Attraction_Review-g187234-d4270229-Reviews-Galerie_des_Ponchettes-Nice_French_Riviera_Cote_d_Azur_Provence_Alpes_Cote_d_Azur.html,189,"Nice, France","Nice, France"
Kayaking & Canoeing (2),https://www.tripadvisor.com/Attractions-g187234-Activities-c61-t191-Nice_French_Riviera_Cote_d_Azur_Provence_Alpes_Cote_d_Azur.html,190,"Nice, France","Nice, France"
Day Trips (9),https://www.tripadvisor.com/Attractions-g187234-Activities-c42-t287-Nice_French_Riviera_Cote_d_Azur_Provence_Alpes_Cote_d_Azur.html,191,"Nice, France","Nice, France"
River Rafting & Tubing (2),https://www.tripadvisor.com/Attractions-g187234-Activities-c61-t193-Nice_French_Riviera_Cote_d_Azur_Provence_Alpes_Cote_d_Azur.html,192,"Nice, France","Nice, France"
Running Tours (2),https://www.tripadvisor.com/Attractions-g187234-Activities-c61-t221-Nice_French_Riviera_Cote_d_Azur_Provence_Alpes_Cote_d_Azur.html,193,"Nice, France","Nice, France"
Gay Clubs & Bars (5),https://www.tripadvisor.com/Attractions-g187234-Activities-c20-t103-Nice_French_Riviera_Cote_d_Azur_Provence_Alpes_Cote_d_Azur.html,194,"Nice, France","Nice, France"
Theatre National de Nice,https://www.tripadvisor.com/Attraction_Review-g187234-d9706632-Reviews-Theatre_National_de_Nice-Nice_French_Riviera_Cote_d_Azur_Provence_Alpes_Cote_d_Az.html,195,"Nice, France","Nice, France"
"Vespa, Scooter & Moped Tours (2)",https://www.tripadvisor.com/Attractions-g187234-Activities-c42-t239-Nice_French_Riviera_Cote_d_Azur_Provence_Alpes_Cote_d_Azur.html,196,"Nice, France","Nice, France"
Dance Clubs & Discos (4),https://www.tripadvisor.com/Attractions-g187234-Activities-c20-t109-Nice_French_Riviera_Cote_d_Azur_Provence_Alpes_Cote_d_Azur.html,197,"Nice, France","Nice, France"
Museum d'Histoire Naturelle,https://www.tripadvisor.com/Attraction_Review-g187234-d4084077-Reviews-Museum_d_Histoire_Naturelle-Nice_French_Riviera_Cote_d_Azur_Provence_Alpes_Cote_d.html,198,"Nice, France","Nice, France"
Motorcycle Tours (1),https://www.tripadvisor.com/Attractions-g187234-Activities-c42-t231-Nice_French_Riviera_Cote_d_Azur_Provence_Alpes_Cote_d_Azur.html,199,"Nice, France","Nice, France"
Scavenger Hunts (1),https://www.tripadvisor.com/Attractions-g187234-Activities-c56-t209-Nice_French_Riviera_Cote_d_Azur_Provence_Alpes_Cote_d_Azur.html,200,"Nice, France","Nice, France"
Beer Tastings & Tours (1),https://www.tripadvisor.com/Attractions-g187234-Activities-c42-t201-Nice_French_Riviera_Cote_d_Azur_Provence_Alpes_Cote_d_Azur.html,201,"Nice, France","Nice, France"
Casino Du Palais De La Mediterranee,https://www.tripadvisor.com/Attraction_Review-g187234-d11664604-Reviews-Casino_Du_Palais_De_La_Mediterranee-Nice_French_Riviera_Cote_d_Azur_Provence_Alp.html,202,"Nice, France","Nice, France"
Health/Fitness Clubs & Gyms (5),https://www.tripadvisor.com/Attractions-g187234-Activities-c40-t129-Nice_French_Riviera_Cote_d_Azur_Provence_Alpes_Cote_d_Azur.html,203,"Nice, France","Nice, France"
Paint & Pottery Studios (1),https://www.tripadvisor.com/Attractions-g187234-Activities-c56-t272-Nice_French_Riviera_Cote_d_Azur_Provence_Alpes_Cote_d_Azur.html,204,"Nice, France","Nice, France"
Shopping Tours (1),https://www.tripadvisor.com/Attractions-g187234-Activities-c42-t242-Nice_French_Riviera_Cote_d_Azur_Provence_Alpes_Cote_d_Azur.html,205,"Nice, France","Nice, France"
Bus Transportation (1),https://www.tripadvisor.com/Attractions-g187234-Activities-c59-t258-Nice_French_Riviera_Cote_d_Azur_Provence_Alpes_Cote_d_Azur.html,206,"Nice, France","Nice, France"
Galerie de la Marine,https://www.tripadvisor.com/Attraction_Review-g187234-d4364784-Reviews-Galerie_de_la_Marine-Nice_French_Riviera_Cote_d_Azur_Provence_Alpes_Cote_d_Azur.html,207,"Nice, France","Nice, France"
Le Musee de Curiosite et de l’Insolite,https://www.tripadvisor.com/Attraction_Review-g187234-d3782957-Reviews-Le_Musee_de_Curiosite_et_de_l_Insolite-Nice_French_Riviera_Cote_d_Azur_Provence_A.html,208,"Nice, France","Nice, France"
Karaoke Bars (2),https://www.tripadvisor.com/Attractions-g187234-Activities-c20-t105-Nice_French_Riviera_Cote_d_Azur_Provence_Alpes_Cote_d_Azur.html,209,"Nice, France","Nice, France"
Galerie Caldeira,https://www.tripadvisor.com/Attraction_Review-g187234-d9857217-Reviews-Galerie_Caldeira-Nice_French_Riviera_Cote_d_Azur_Provence_Alpes_Cote_d_Azur.html,210,"Nice, France","Nice, France"
Centre du patrimoine,https://www.tripadvisor.com/Attraction_Review-g187234-d4114836-Reviews-Centre_du_patrimoine-Nice_French_Riviera_Cote_d_Azur_Provence_Alpes_Cote_d_Azur.html,211,"Nice, France","Nice, France"
Stand-Up Paddleboarding (1),https://www.tripadvisor.com/Attractions-g187234-Activities-c61-t270-Nice_French_Riviera_Cote_d_Azur_Provence_Alpes_Cote_d_Azur.html,212,"Nice, France","Nice, France"
Olympic Nice Natation,https://www.tripadvisor.com/Attraction_Review-g187234-d12103780-Reviews-Olympic_Nice_Natation-Nice_French_Riviera_Cote_d_Azur_Provence_Alpes_Cote_d_Azur.html,213,"Nice, France","Nice, France"
French Pole Riviera,https://www.tripadvisor.com/Attraction_Review-g187234-d10663619-Reviews-French_Pole_Riviera-Nice_French_Riviera_Cote_d_Azur_Provence_Alpes_Cote_d_Azur.html,214,"Nice, France","Nice, France"
Sensations,https://www.tripadvisor.com/Attraction_Review-g187234-d4941236-Reviews-Sensations-Nice_French_Riviera_Cote_d_Azur_Provence_Alpes_Cote_d_Azur.html,215,"Nice, France","Nice, France"
Museaav,https://www.tripadvisor.com/Attraction_Review-g187234-d4270230-Reviews-Museaav-Nice_French_Riviera_Cote_d_Azur_Provence_Alpes_Cote_d_Azur.html,216,"Nice, France","Nice, France"
English Library Nice,https://www.tripadvisor.com/Attraction_Review-g187234-d3666897-Reviews-English_Library_Nice-Nice_French_Riviera_Cote_d_Azur_Provence_Alpes_Cote_d_Azur.html,217,"Nice, France","Nice, France"
L'Area,https://www.tripadvisor.com/Attraction_Review-g187234-d3241508-Reviews-L_Area-Nice_French_Riviera_Cote_d_Azur_Provence_Alpes_Cote_d_Azur.html,218,"Nice, France","Nice, France"
